simulation,generating_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
71,Beverton-Holt,alpha,1.2723208810875744,Ricker,0.93,0.67,1.16,1.009,-26.905231704989383,1.2723208810875744,0.3356904610718925,3071.424439096339,8874,0.93,0.35,3497.74,7998.03
71,Beverton-Holt,sigma,0.3356904610718925,Ricker,0.35,0.28,0.45,1.001,4.262718363344533,1.2723208810875744,0.3356904610718925,3071.424439096339,8874,0.93,0.35,3497.74,7998.03
72,Ricker,K,8755,Beverton-Holt,6535.38,3889.21,11201.82,1,-25.352598515134208,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,6.06,1.67,299.29,6535.38
72,Ricker,Smsy,2687.8820999571435,Beverton-Holt,299.29,44.35,1808.32,1.002,-88.86521101484429,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,6.06,1.67,299.29,6535.38
72,Ricker,alpha,2.7841383208507544,Beverton-Holt,6.06,2.15,9.8,1.001,117.66159944769677,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,6.06,1.67,299.29,6535.38
72,Ricker,sigma,0.5453252275933547,Beverton-Holt,1.67,1.35,2.11,1.001,206.2392707137524,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,6.06,1.67,299.29,6535.38
72,Ricker,K,8755,Ricker,8381.45,7704.92,9033.35,1,-4.266704740148478,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,2.67,0.68,2633.56,8381.45
72,Ricker,Smsy,2687.8820999571435,Ricker,2633.56,2466.63,2822.95,1.001,-2.0210001010836636,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,2.67,0.68,2633.56,8381.45
72,Ricker,alpha,2.7841383208507544,Ricker,2.67,2.33,2.99,1.003,-4.099592322549442,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,2.67,0.68,2633.56,8381.45
72,Ricker,sigma,0.5453252275933547,Ricker,0.68,0.55,0.87,1.003,24.696229991228545,2.7841383208507544,0.5453252275933547,2687.8820999571435,8755,2.67,0.68,2633.56,8381.45
73,Beverton-Holt,K,9275,Beverton-Holt,11135.83,7032.46,17939.23,1.003,20.062857142857144,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,5.08,1.47,822.99,11135.83
73,Beverton-Holt,Smsy,3017.877946143152,Beverton-Holt,822.99,79.25,5113.37,1.006,-72.72951343006494,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,5.08,1.47,822.99,11135.83
73,Beverton-Holt,alpha,1.4583328520695473,Beverton-Holt,5.08,0.84,9.78,1.002,248.34297209933092,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,5.08,1.47,822.99,11135.83
73,Beverton-Holt,sigma,1.5528490790324203,Beverton-Holt,1.47,1.21,1.85,1.001,-5.335294984625522,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,5.08,1.47,822.99,11135.83
73,Beverton-Holt,K,9275,Ricker,17014.71,3919.62,30659.71,1.003,83.44700808625336,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,0.59,1.5,7819.51,17014.71
73,Beverton-Holt,Smsy,3017.877946143152,Ricker,7819.51,1933.68,13403.39,1.003,159.1062375465958,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,0.59,1.5,7819.51,17014.71
73,Beverton-Holt,alpha,1.4583328520695473,Ricker,0.59,0.11,1.12,1.003,-59.54284379161315,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,0.59,1.5,7819.51,17014.71
73,Beverton-Holt,sigma,1.5528490790324203,Ricker,1.5,1.22,1.87,1.002,-3.403362229209715,1.4583328520695473,1.5528490790324203,3017.877946143152,9275,0.59,1.5,7819.51,17014.71
74,Beverton-Holt,K,8738,Beverton-Holt,17440.44,9788.89,32701.48,1.01,99.59304188601509,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,5.59,1.41,1007.31,17440.44
74,Beverton-Holt,Smsy,3708.567896740513,Beverton-Holt,1007.31,122.25,9136.26,1.028,-72.83830232998208,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,5.59,1.41,1007.31,17440.44
74,Beverton-Holt,alpha,0.6093225707276699,Beverton-Holt,5.59,0.53,9.75,1.009,817.4122654482119,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,5.59,1.41,1007.31,17440.44
74,Beverton-Holt,sigma,1.3749233069741305,Beverton-Holt,1.41,1.12,1.87,1.003,2.551174516276452,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,5.59,1.41,1007.31,17440.44
74,Beverton-Holt,K,8738,Ricker,20899.93,6108.12,36273.53,1.002,139.18436713206682,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,0.89,1.47,9003.52,20899.93
74,Beverton-Holt,Smsy,3708.567896740513,Ricker,9003.52,2951.82,15421.73,1.003,142.77619422616638,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,0.89,1.47,9003.52,20899.93
74,Beverton-Holt,alpha,0.6093225707276699,Ricker,0.89,0.15,1.8,1.003,46.06384906062766,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,0.89,1.47,9003.52,20899.93
74,Beverton-Holt,sigma,1.3749233069741305,Ricker,1.47,1.14,1.98,1.004,6.915054282926517,0.6093225707276699,1.3749233069741305,3708.567896740513,8738,0.89,1.47,9003.52,20899.93
75,Beverton-Holt,K,8270,Beverton-Holt,10461.77,6730.12,19656.3,1.014,26.502660217654178,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,3.06,0.96,1769.39,10461.77
75,Beverton-Holt,Smsy,2036.5194868636142,Beverton-Holt,1769.39,75.85,7705.22,1.016,-13.11696198277055,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,3.06,0.96,1769.39,10461.77
75,Beverton-Holt,alpha,2.2373852595701074,Beverton-Holt,3.06,0.42,9.7,1.004,36.76679002470725,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,3.06,0.96,1769.39,10461.77
75,Beverton-Holt,sigma,1.0750186034347908,Beverton-Holt,0.96,0.74,1.27,1.001,-10.699219815107856,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,3.06,0.96,1769.39,10461.77
75,Beverton-Holt,K,8270,Ricker,14063.21,6236.02,29641.49,1.004,70.05090689238209,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,0.68,0.97,6297.92,14063.21
75,Beverton-Holt,Smsy,2036.5194868636142,Ricker,6297.92,2981.34,13865.03,1.005,209.2491891496333,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,0.68,0.97,6297.92,14063.21
75,Beverton-Holt,alpha,2.2373852595701074,Ricker,0.68,0.16,1.24,1.009,-69.6073799945095,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,0.68,0.97,6297.92,14063.21
75,Beverton-Holt,sigma,1.0750186034347908,Ricker,0.97,0.76,1.31,1.004,-9.76900335484856,2.2373852595701074,1.0750186034347908,2036.5194868636142,8270,0.68,0.97,6297.92,14063.21
76,Beverton-Holt,K,8786,Beverton-Holt,7742.58,7068.98,8697.66,1.046,-11.875938993853858,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,4.89,0.28,608.16,7742.58
76,Beverton-Holt,Smsy,2088.853367430859,Beverton-Holt,608.16,60.99,2198.6,1.054,-70.88546235545518,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,4.89,0.28,608.16,7742.58
76,Beverton-Holt,alpha,2.3301325450967174,Beverton-Holt,4.89,2.11,9.64,1.026,109.85930651412919,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,4.89,0.28,608.16,7742.58
76,Beverton-Holt,sigma,0.31800142403342757,Beverton-Holt,0.28,0.23,0.35,1.004,-11.950079830281805,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,4.89,0.28,608.16,7742.58
76,Beverton-Holt,K,8786,Ricker,8179.69,7499,9105.23,1,-6.900865012519923,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,1.34,0.32,3340.86,8179.69
76,Beverton-Holt,Smsy,2088.853367430859,Ricker,3340.86,3015.45,3789.88,1,59.93750696388133,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,1.34,0.32,3340.86,8179.69
76,Beverton-Holt,alpha,2.3301325450967174,Ricker,1.34,1.11,1.57,1.001,-42.49254177322431,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,1.34,0.32,3340.86,8179.69
76,Beverton-Holt,sigma,0.31800142403342757,Ricker,0.32,0.26,0.4,1,0.628480193963644,2.3301325450967174,0.31800142403342757,2088.853367430859,8786,1.34,0.32,3340.86,8179.69
77,Ricker,K,9195,Beverton-Holt,7560.82,5650.42,10297.66,1,-17.772485046220776,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,6.35,0.85,304.19,7560.82
77,Ricker,Smsy,3367.4751726673344,Beverton-Holt,304.19,52.62,1827.57,1,-90.9668227855395,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,6.35,0.85,304.19,7560.82
77,Ricker,alpha,1.9237816124012725,Beverton-Holt,6.35,2.49,9.83,1,230.07904634632106,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,6.35,0.85,304.19,7560.82
77,Ricker,sigma,0.5394124477404201,Beverton-Holt,0.85,0.68,1.11,1.001,57.57886262369738,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,6.35,0.85,304.19,7560.82
77,Ricker,K,9195,Ricker,8909.74,8042.12,9821.19,1,-3.1023382272974467,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,1.89,0.52,3274.96,8909.74
77,Ricker,Smsy,3367.4751726673344,Ricker,3274.96,3002.51,3611.14,1,-2.747315657090777,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,1.89,0.52,3274.96,8909.74
77,Ricker,alpha,1.9237816124012725,Ricker,1.89,1.6,2.19,0.999,-1.7560003788115164,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,1.89,0.52,3274.96,8909.74
77,Ricker,sigma,0.5394124477404201,Ricker,0.52,0.41,0.7,1.002,-3.598813453738067,1.9237816124012725,0.5394124477404201,3367.4751726673344,9195,1.89,0.52,3274.96,8909.74
78,Beverton-Holt,K,9982,Beverton-Holt,8591.73,5818.45,15392.13,1,-13.927769985974761,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,2.09,1.1,2171.95,8591.73
78,Beverton-Holt,Smsy,4051.493778615325,Beverton-Holt,2171.95,73.14,5729.81,1.002,-46.3913776330096,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,2.09,1.1,2171.95,8591.73
78,Beverton-Holt,alpha,0.7620478563874821,Beverton-Holt,2.09,0.66,9.41,1.003,174.26099062960785,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,2.09,1.1,2171.95,8591.73
78,Beverton-Holt,sigma,0.9387767712865804,Beverton-Holt,1.1,0.9,1.38,1,17.173755640807503,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,2.09,1.1,2171.95,8591.73
78,Beverton-Holt,K,9982,Ricker,10651.45,7475.04,14533.04,1,6.706571829292734,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,1.05,1.02,4531.37,10651.45
78,Beverton-Holt,Smsy,4051.493778615325,Ricker,4531.37,3372.31,6201.29,1,11.844426959694893,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,1.05,1.02,4531.37,10651.45
78,Beverton-Holt,alpha,0.7620478563874821,Ricker,1.05,0.59,1.52,1.002,37.78662208664512,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,1.05,1.02,4531.37,10651.45
78,Beverton-Holt,sigma,0.9387767712865804,Ricker,1.02,0.84,1.28,1.002,8.652027957839676,0.7620478563874821,0.9387767712865804,4051.493778615325,9982,1.05,1.02,4531.37,10651.45
79,Ricker,K,9573,Beverton-Holt,3099.89,1282.54,7442.59,1.002,-67.61840593335423,1.7988438743407724,1.512692416586329,3592.069678239595,9573,4.59,2.9,280.94,3099.89
79,Ricker,Smsy,3592.069678239595,Beverton-Holt,280.94,19.97,1553.16,1.002,-92.1788822276498,1.7988438743407724,1.512692416586329,3592.069678239595,9573,4.59,2.9,280.94,3099.89
79,Ricker,alpha,1.7988438743407724,Beverton-Holt,4.59,0.89,9.65,1.001,155.16388973346065,1.7988438743407724,1.512692416586329,3592.069678239595,9573,4.59,2.9,280.94,3099.89
79,Ricker,sigma,1.512692416586329,Beverton-Holt,2.9,2.38,3.63,1.001,91.71114816218805,1.7988438743407724,1.512692416586329,3592.069678239595,9573,4.59,2.9,280.94,3099.89
79,Ricker,K,9573,Ricker,9082.94,5854.39,12060.66,1.002,-5.119189386817085,1.7988438743407724,1.512692416586329,3592.069678239595,9573,1.59,1.77,3532.72,9082.94
79,Ricker,Smsy,3592.069678239595,Ricker,3532.72,2546.35,4244.29,1.001,-1.6522418426103918,1.7988438743407724,1.512692416586329,3592.069678239595,9573,1.59,1.77,3532.72,9082.94
79,Ricker,alpha,1.7988438743407724,Ricker,1.59,0.94,2.24,1.003,-11.60989440605611,1.7988438743407724,1.512692416586329,3592.069678239595,9573,1.59,1.77,3532.72,9082.94
79,Ricker,sigma,1.512692416586329,Ricker,1.77,1.46,2.21,1,17.009907671404434,1.7988438743407724,1.512692416586329,3592.069678239595,9573,1.59,1.77,3532.72,9082.94
80,Ricker,K,8993,Beverton-Holt,8392.37,5321.06,19367.37,1.003,-6.678861336595121,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,1.05,0.77,3053.34,8392.37
80,Ricker,Smsy,4122.127755903899,Beverton-Holt,3053.34,260.23,8226.36,1.01,-25.928059953336778,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,1.05,0.77,3053.34,8392.37
80,Ricker,alpha,0.6344524401839958,Beverton-Holt,1.05,0.38,6.26,1.072,65.49703862680273,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,1.05,0.77,3053.34,8392.37
80,Ricker,sigma,0.6430438346762749,Beverton-Holt,0.77,0.61,1,1.005,19.743003272496683,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,1.05,0.77,3053.34,8392.37
80,Ricker,K,8993,Ricker,8191.31,6003.14,13000.13,1.002,-8.91460024463471,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,0.94,0.74,3539.78,8191.31
80,Ricker,Smsy,4122.127755903899,Ricker,3539.78,2645.18,5852.15,1.003,-14.127358257391073,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,0.94,0.74,3539.78,8191.31
80,Ricker,alpha,0.6344524401839958,Ricker,0.94,0.49,1.44,1.003,48.15925362780433,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,0.94,0.74,3539.78,8191.31
80,Ricker,sigma,0.6430438346762749,Ricker,0.74,0.59,0.97,1.001,15.07769145668512,0.6344524401839958,0.6430438346762749,4122.127755903899,8993,0.94,0.74,3539.78,8191.31
81,Beverton-Holt,K,9623,Beverton-Holt,9538.29,6014.62,15283.87,1,-0.8802868128442183,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,5.87,1.6,484.52,9538.29
81,Beverton-Holt,Smsy,1758.7965318622068,Beverton-Holt,484.52,64.06,3233.26,1,-72.45161727223831,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,5.87,1.6,484.52,9538.29
81,Beverton-Holt,alpha,2.9953829388586,Beverton-Holt,5.87,1.55,9.8,1,95.96826582169098,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,5.87,1.6,484.52,9538.29
81,Beverton-Holt,sigma,1.8369372165536975,Beverton-Holt,1.6,1.32,1.98,1,-12.89849290539273,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,5.87,1.6,484.52,9538.29
81,Beverton-Holt,K,9623,Ricker,20827.31,1395.15,60042.52,1,116.43260937337631,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,0.26,1.87,10083.76,20827.31
81,Beverton-Holt,Smsy,1758.7965318622068,Ricker,10083.76,696.11,27113.92,1,473.3329476902797,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,0.26,1.87,10083.76,20827.31
81,Beverton-Holt,alpha,2.9953829388586,Ricker,0.26,0.02,0.78,1,-91.31997459733567,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,0.26,1.87,10083.76,20827.31
81,Beverton-Holt,sigma,1.8369372165536975,Ricker,1.87,1.55,2.33,1.001,1.799886416822246,2.9953829388586,1.8369372165536975,1758.7965318622068,9623,0.26,1.87,10083.76,20827.31
82,Ricker,K,8740,Beverton-Holt,6293.94,3742.55,12546.85,1.004,-27.986956521739135,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,3.64,1.14,822.8,6293.94
82,Ricker,Smsy,3586.210870779119,Beverton-Holt,822.8,45.45,4644.89,1.008,-77.05656388740903,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,3.64,1.14,822.8,6293.94
82,Ricker,alpha,1.3144234514577586,Beverton-Holt,3.64,0.5,9.62,1.005,176.92749973100874,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,3.64,1.14,822.8,6293.94
82,Ricker,sigma,1.0176990691632133,Beverton-Holt,1.14,0.89,1.55,1.005,12.017396354439684,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,3.64,1.14,822.8,6293.94
82,Ricker,K,8740,Ricker,7934.54,4431.02,12871.11,1.002,-9.215789473684211,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,1,1.09,3380.65,7934.54
82,Ricker,Smsy,3586.210870779119,Ricker,3380.65,2055.08,5639.34,1.002,-5.731979467634036,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,1,1.09,3380.65,7934.54
82,Ricker,alpha,1.3144234514577586,Ricker,1,0.39,1.65,1.006,-23.92101655741519,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,1,1.09,3380.65,7934.54
82,Ricker,sigma,1.0176990691632133,Ricker,1.09,0.84,1.5,1.001,7.104352654683576,1.3144234514577586,1.0176990691632133,3586.210870779119,8740,1,1.09,3380.65,7934.54
83,Ricker,K,9030,Beverton-Holt,4553.99,1869.7,11892.54,1.003,-49.56821705426356,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,6.26,2.79,194.91,4553.99
83,Ricker,Smsy,3103.8279731888592,Beverton-Holt,194.91,26.94,1659.49,1.001,-93.72033496431987,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,6.26,2.79,194.91,4553.99
83,Ricker,alpha,2.2407573168541277,Beverton-Holt,6.26,1.73,9.79,1.001,179.36983415895384,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,6.26,2.79,194.91,4553.99
83,Ricker,sigma,1.2149240374669035,Beverton-Holt,2.79,2.2,3.68,1.001,129.64398711026445,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,6.26,2.79,194.91,4553.99
83,Ricker,K,9030,Ricker,9746.25,8095.7,11334.7,1,7.931893687707642,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,2.39,1.1,3228.66,9746.25
83,Ricker,Smsy,3103.8279731888592,Ricker,3228.66,2909.95,3556.87,1,4.02187324456931,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,2.39,1.1,3228.66,9746.25
83,Ricker,alpha,2.2407573168541277,Ricker,2.39,1.89,2.89,1.001,6.660367993594196,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,2.39,1.1,3228.66,9746.25
83,Ricker,sigma,1.2149240374669035,Ricker,1.1,0.87,1.45,1.002,-9.45935992068427,2.2407573168541277,1.2149240374669035,3103.8279731888592,9030,2.39,1.1,3228.66,9746.25
84,Beverton-Holt,K,8529,Beverton-Holt,15936.45,6819.93,39037.15,1.011,86.85015828350336,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,3.91,2.14,1901.31,15936.45
84,Beverton-Holt,Smsy,1301.073339991828,Beverton-Holt,1901.31,117.85,12625.87,1.016,46.1339604431478,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,3.91,2.14,1901.31,15936.45
84,Beverton-Holt,alpha,3.4295253121419185,Beverton-Holt,3.91,0.26,9.6,1.001,14.00994727045767,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,3.91,2.14,1901.31,15936.45
84,Beverton-Holt,sigma,1.9492198308703412,Beverton-Holt,2.14,1.73,2.74,1.006,9.787514271516216,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,3.91,2.14,1901.31,15936.45
84,Beverton-Holt,K,8529,Ricker,31168.26,1321.6,112593.25,1,265.43862117481535,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,0.22,2.34,15089.73,31168.26
84,Beverton-Holt,Smsy,1301.073339991828,Ricker,15089.73,660.09,50687.05,1,1059.7908846625646,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,0.22,2.34,15089.73,31168.26
84,Beverton-Holt,alpha,3.4295253121419185,Ricker,0.22,0.01,0.83,1.001,-93.58511805639368,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,0.22,2.34,15089.73,31168.26
84,Beverton-Holt,sigma,1.9492198308703412,Ricker,2.34,1.89,2.95,1.001,20.048029623994353,3.4295253121419185,1.9492198308703412,1301.073339991828,8529,0.22,2.34,15089.73,31168.26
85,Beverton-Holt,K,9794,Beverton-Holt,9249.56,7752.85,12082.89,1.009,-5.558913620584036,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,2.56,0.47,1998.98,9249.56
85,Beverton-Holt,Smsy,2628.8400230210937,Beverton-Holt,1998.98,76.45,3927.95,1.01,-23.95961783544558,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,2.56,0.47,1998.98,9249.56
85,Beverton-Holt,alpha,2.0053753911641667,Beverton-Holt,2.56,1.3,9.45,1.01,27.65689712158385,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,2.56,0.47,1998.98,9249.56
85,Beverton-Holt,sigma,0.4321441646391003,Beverton-Holt,0.47,0.39,0.59,1.003,8.760001513040091,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,2.56,0.47,1998.98,9249.56
85,Beverton-Holt,K,9794,Ricker,10044.4,8716.13,12413.38,1.002,2.55666734735552,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,1.21,0.47,4182.94,10044.4
85,Beverton-Holt,Smsy,2628.8400230210937,Ricker,4182.94,3575.41,5320.01,1.003,59.117327922941314,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,1.21,0.47,4182.94,10044.4
85,Beverton-Holt,alpha,2.0053753911641667,Ricker,1.21,0.91,1.5,1.003,-39.66216971987639,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,1.21,0.47,4182.94,10044.4
85,Beverton-Holt,sigma,0.4321441646391003,Ricker,0.47,0.39,0.59,1.002,8.760001513040091,2.0053753911641667,0.4321441646391003,2628.8400230210937,9794,1.21,0.47,4182.94,10044.4
86,Beverton-Holt,K,8906,Beverton-Holt,8619.1,6961.09,10981.17,1.005,-3.2214237592634136,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,5.93,0.66,422.19,8619.1
86,Beverton-Holt,Smsy,2599.605422687781,Beverton-Holt,422.19,63.79,2535.9,1.009,-83.7594584041339,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,5.93,0.66,422.19,8619.1
86,Beverton-Holt,alpha,1.7724089157733454,Beverton-Holt,5.93,2.01,9.73,1.003,234.57290511386282,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,5.93,0.66,422.19,8619.1
86,Beverton-Holt,sigma,0.5989758888955747,Beverton-Holt,0.66,0.54,0.85,1.001,10.188074718156848,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,5.93,0.66,422.19,8619.1
86,Beverton-Holt,K,8906,Ricker,9545.36,8144.99,11343.38,1,7.178980462609483,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,1.47,0.67,3798.01,9545.36
86,Beverton-Holt,Smsy,2599.605422687781,Ricker,3798.01,3290.55,4602.55,1.001,46.099479823102016,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,1.47,0.67,3798.01,9545.36
86,Beverton-Holt,alpha,1.7724089157733454,Ricker,1.47,1.04,1.87,1.003,-17.062028580543274,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,1.47,0.67,3798.01,9545.36
86,Beverton-Holt,sigma,0.5989758888955747,Ricker,0.67,0.54,0.85,1.001,11.857591001765284,1.7724089157733454,0.5989758888955747,2599.605422687781,8906,1.47,0.67,3798.01,9545.36
87,Ricker,K,8976,Beverton-Holt,4609.92,1776.02,13754.23,1.012,-48.64171122994652,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,5.95,2.82,230.77,4609.92
87,Ricker,Smsy,2672.6050660831497,Beverton-Holt,230.77,25.66,1955.35,1.007,-91.36535349241832,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,5.95,2.82,230.77,4609.92
87,Ricker,alpha,2.9291871440654607,Beverton-Holt,5.95,1.29,9.79,1,103.12802519479553,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,5.95,2.82,230.77,4609.92
87,Ricker,sigma,0.7602318146522536,Beverton-Holt,2.82,2.2,3.76,1.003,270.9394878836962,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,5.95,2.82,230.77,4609.92
87,Ricker,K,8976,Ricker,8914.16,8033.94,9768.23,1.001,-0.688948306595367,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,2.87,0.76,2683.18,8914.16
87,Ricker,Smsy,2672.6050660831497,Ricker,2683.18,2541.02,2841.15,1,0.39567888466021145,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,2.87,0.76,2683.18,8914.16
87,Ricker,alpha,2.9291871440654607,Ricker,2.87,2.47,3.27,1.003,-2.0205996119221616,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,2.87,0.76,2683.18,8914.16
87,Ricker,sigma,0.7602318146522536,Ricker,0.76,0.59,1.02,1.001,-0.030492627088972046,2.9291871440654607,0.7602318146522536,2672.6050660831497,8976,2.87,0.76,2683.18,8914.16
88,Ricker,K,9013,Beverton-Holt,3154.28,1427.59,7098.48,1.002,-65.00299567291688,1.609977872059495,1.8914269416591702,3505.210595941612,9013,5.84,2.89,164.62,3154.28
88,Ricker,Smsy,3505.210595941612,Beverton-Holt,164.62,18.99,1172.72,1.001,-95.30356320985109,1.609977872059495,1.8914269416591702,3505.210595941612,9013,5.84,2.89,164.62,3154.28
88,Ricker,alpha,1.609977872059495,Beverton-Holt,5.84,1.63,9.77,1,262.7379047470653,1.609977872059495,1.8914269416591702,3505.210595941612,9013,5.84,2.89,164.62,3154.28
88,Ricker,sigma,1.8914269416591702,Beverton-Holt,2.89,2.38,3.59,1.002,52.79469359069593,1.609977872059495,1.8914269416591702,3505.210595941612,9013,5.84,2.89,164.62,3154.28
88,Ricker,K,9013,Ricker,8263.09,5055.91,11334.91,1,-8.320315100410516,1.609977872059495,1.8914269416591702,3505.210595941612,9013,1.58,2.04,3219.7,8263.09
88,Ricker,Smsy,3505.210595941612,Ricker,3219.7,2223.05,3970.82,0.999,-8.145319321817096,1.609977872059495,1.8914269416591702,3505.210595941612,9013,1.58,2.04,3219.7,8263.09
88,Ricker,alpha,1.609977872059495,Ricker,1.58,0.86,2.3,1,-1.8620052225405481,1.609977872059495,1.8914269416591702,3505.210595941612,9013,1.58,2.04,3219.7,8263.09
88,Ricker,sigma,1.8914269416591702,Ricker,2.04,1.68,2.54,1.001,7.8550778287265315,1.609977872059495,1.8914269416591702,3505.210595941612,9013,1.58,2.04,3219.7,8263.09
89,Beverton-Holt,K,8290,Beverton-Holt,13400.61,895.86,184535.1,1.035,61.64788902291919,1.1388091958309192,1.511733991798339,2995.792301396208,8290,0.2,1.78,6023.62,13400.61
