clones,parameter,fitting_model,estimate_median,estimate_lower,estimate_upper,estimate_variance,Rhat,error,true_value,generating_model,min_S,alpha,sigma,Smsy,K,alpha_estimate,sigma_estimate,Smsy_estimate,K_estimate
8,Smsy,Ricker,3191.58,2187.7,4219.85,254046.892,1,-25.033628517529927,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.19,3191.58,6833.99
8,alpha,Ricker,0.48,0.25,0.72,0.0145,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.19,3191.58,6833.99
8,sigma,Ricker,1.19,1.09,1.3,0.0029,1.001,8.181818181818167,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.19,3191.58,6833.99
9,K,Beverton-Holt,11981.3,9446.74,16920.23,3644696.9018,1.001,19.812999999999995,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.97,1.19,4529.87,11981.3
9,Smsy,Beverton-Holt,4529.87,3199.27,6966.87,916406.9762,1.001,23.812808480469755,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.97,1.19,4529.87,11981.3
9,alpha,Beverton-Holt,0.97,0.59,1.52,0.0556,1.001,-11.818181818181827,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.97,1.19,4529.87,11981.3
9,sigma,Beverton-Holt,1.19,1.11,1.28,0.0019,1,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.97,1.19,4529.87,11981.3
9,K,Beverton-Holt,5515.41,4614.28,6864.74,326469.8425,1,-44.8459,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.51,1.16,1753.58,5515.41
9,Smsy,Beverton-Holt,1753.58,83.64,2555.19,373464.4519,1.003,-58.81051714065451,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.51,1.16,1753.58,5515.41
9,alpha,Beverton-Holt,1.51,0.73,8.17,2.9746,1.003,37.272727272727266,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.51,1.16,1753.58,5515.41
9,sigma,Beverton-Holt,1.16,1.07,1.27,0.0026,1.002,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.51,1.16,1753.58,5515.41
9,K,Ricker,19077.35,13520.78,32288.84,23855892.4507,1.001,90.77349999999998,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8949.93,19077.35
9,Smsy,Ricker,8949.93,6396.19,15272.55,5407516.5222,1.001,144.62423182201934,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8949.93,19077.35
9,alpha,Ricker,0.46,0.28,0.64,0.0082,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8949.93,19077.35
9,sigma,Ricker,1.22,1.14,1.31,0.0019,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8949.93,19077.35
9,K,Ricker,6823.84,4695.68,9060.9,1192958.1387,1.001,-31.7616,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3189.99,6823.84
9,Smsy,Ricker,3189.99,2254.17,4197.56,235875.2946,1.001,-25.070975703142423,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3189.99,6823.84
9,alpha,Ricker,0.49,0.26,0.71,0.0133,1.001,-55.45454545454545,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3189.99,6823.84
9,sigma,Ricker,1.19,1.09,1.29,0.0027,1.002,8.181818181818167,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3189.99,6823.84
10,K,Beverton-Holt,11920.55,9504.41,16269.86,3070788.2811,1.001,19.205499999999994,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4515.36,11920.55
10,Smsy,Beverton-Holt,4515.36,3258.43,6618.99,765402.0316,1.001,23.416213467577194,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4515.36,11920.55
10,alpha,Beverton-Holt,0.98,0.62,1.49,0.0497,1.001,-10.909090909090917,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4515.36,11920.55
10,sigma,Beverton-Holt,1.19,1.12,1.28,0.0017,1.002,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4515.36,11920.55
10,K,Beverton-Holt,5525.23,4645.57,6785.21,296948.993,1.001,-44.74770000000001,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.48,1.16,1779.36,5525.23
10,Smsy,Beverton-Holt,1779.36,160.93,2516.02,285244.9076,1.001,-58.204975980220475,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.48,1.16,1779.36,5525.23
10,alpha,Beverton-Holt,1.48,0.76,6.92,1.9136,1.001,34.54545454545453,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.48,1.16,1779.36,5525.23
10,sigma,Beverton-Holt,1.16,1.07,1.26,0.0023,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.48,1.16,1779.36,5525.23
10,K,Ricker,19045.3,13786.49,32158.3,26998978.8825,1.001,90.45299999999999,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8929.09,19045.3
10,Smsy,Ricker,8929.09,6513.5,15272.54,6185988.0175,1.001,144.05462189309577,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8929.09,19045.3
10,alpha,Ricker,0.46,0.29,0.63,0.0076,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8929.09,19045.3
10,sigma,Ricker,1.22,1.14,1.31,0.0018,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8929.09,19045.3
10,K,Ricker,6832.56,4802.67,8904.18,1054006.2828,1.001,-31.674399999999995,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.19,3192.06,6832.56
10,Smsy,Ricker,3192.06,2305.13,4131.19,207049.244,1.001,-25.022353895458227,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.19,3192.06,6832.56
10,alpha,Ricker,0.48,0.27,0.7,0.0122,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.19,3192.06,6832.56
10,sigma,Ricker,1.19,1.1,1.29,0.0023,1.001,8.181818181818167,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.19,3192.06,6832.56
11,K,Beverton-Holt,11895.35,9571.82,15984.72,2817824.5838,1,18.953500000000002,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4494.68,11895.35
11,Smsy,Beverton-Holt,4494.68,3301.13,6533.72,698993.2922,1.001,22.85097674348223,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4494.68,11895.35
11,alpha,Beverton-Holt,0.98,0.62,1.46,0.0452,1.001,-10.909090909090917,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4494.68,11895.35
11,sigma,Beverton-Holt,1.19,1.12,1.28,0.0015,1,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.98,1.19,4494.68,11895.35
11,K,Beverton-Holt,5535.15,4655.21,6707.48,281528.2791,1,-44.648500000000006,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.47,1.16,1786.49,5535.15
11,Smsy,Beverton-Holt,1786.49,156.63,2502,267085.3888,1.003,-58.03750086486381,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.47,1.16,1786.49,5535.15
11,alpha,Beverton-Holt,1.47,0.75,6.96,1.87,1.003,33.63636363636362,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.47,1.16,1786.49,5535.15
11,sigma,Beverton-Holt,1.16,1.08,1.25,0.0021,1.002,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.47,1.16,1786.49,5535.15
11,K,Ricker,19047.95,13971.48,30411.86,18884748.2135,1.001,90.47950000000002,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8936.17,19047.95
11,Smsy,Ricker,8936.17,6586.52,14423.68,4290627.545,1.001,144.2481362067608,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8936.17,19047.95
11,alpha,Ricker,0.46,0.29,0.63,0.007,1.002,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8936.17,19047.95
11,sigma,Ricker,1.22,1.14,1.3,0.0016,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8936.17,19047.95
11,K,Ricker,6843.12,4992.07,8773.03,917142.8271,1.001,-31.5688,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3197.15,6843.12
11,Smsy,Ricker,3197.15,2383.35,4063.24,179911.7869,1.001,-24.902795923906275,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3197.15,6843.12
11,alpha,Ricker,0.49,0.28,0.69,0.0112,1.001,-55.45454545454545,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3197.15,6843.12
11,sigma,Ricker,1.19,1.1,1.28,0.0022,1.001,8.181818181818167,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.19,3197.15,6843.12
12,K,Beverton-Holt,11846.45,9642.9,15683.04,2403056.3459,1,18.464500000000005,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4470.4,11846.45
12,Smsy,Beverton-Holt,4470.4,3327.08,6370.58,600283.3404,1.001,22.187342910744007,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4470.4,11846.45
12,alpha,Beverton-Holt,0.99,0.65,1.45,0.0417,1.001,-10.000000000000009,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4470.4,11846.45
12,sigma,Beverton-Holt,1.19,1.13,1.27,0.0014,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4470.4,11846.45
12,K,Beverton-Holt,5538.17,4694.2,6668.17,256982.4343,1.001,-44.6183,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.46,1.16,1796.81,5538.17
12,Smsy,Beverton-Holt,1796.81,305.06,2484.14,223772.3399,1.002,-57.79509649032233,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.46,1.16,1796.81,5538.17
12,alpha,Beverton-Holt,1.46,0.77,5.58,1.4508,1.003,32.72727272727271,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.46,1.16,1796.81,5538.17
12,sigma,Beverton-Holt,1.16,1.08,1.25,0.0019,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.46,1.16,1796.81,5538.17
12,K,Ricker,18962.25,14064.08,29603.35,17769821.5347,1.001,89.6225,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8900.31,18962.25
12,Smsy,Ricker,8900.31,6624.49,14009.72,4056412.0554,1.001,143.2679916745535,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8900.31,18962.25
12,alpha,Ricker,0.46,0.3,0.62,0.0066,1.002,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8900.31,18962.25
12,sigma,Ricker,1.22,1.14,1.3,0.0015,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8900.31,18962.25
12,K,Ricker,6819.9,4998.39,8633.57,851680.8906,1.002,-31.801000000000005,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3187.86,6819.9
12,Smsy,Ricker,3187.86,2394.61,4004.03,166822.1577,1.002,-25.12100683858557,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3187.86,6819.9
12,alpha,Ricker,0.48,0.29,0.68,0.0104,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3187.86,6819.9
12,sigma,Ricker,1.18,1.1,1.28,0.002,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3187.86,6819.9
13,K,Beverton-Holt,11867.95,9730.66,15591.32,2223576.5972,1.001,18.679500000000004,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4481.53,11867.95
13,Smsy,Beverton-Holt,4481.53,3368.78,6294.76,554806.0719,1.001,22.491553971632655,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4481.53,11867.95
13,alpha,Beverton-Holt,0.99,0.67,1.43,0.0382,1,-10.000000000000009,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4481.53,11867.95
13,sigma,Beverton-Holt,1.19,1.12,1.26,0.0013,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4481.53,11867.95
13,K,Beverton-Holt,5560.07,4735.79,6642.52,236725.3668,1.001,-44.3993,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1823.45,5560.07
13,Smsy,Beverton-Holt,1823.45,588.94,2460.64,180934.7526,1.001,-57.16935496534317,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1823.45,5560.07
13,alpha,Beverton-Holt,1.43,0.8,4.17,0.9615,1.001,29.999999999999986,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1823.45,5560.07
13,sigma,Beverton-Holt,1.16,1.08,1.25,0.0019,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1823.45,5560.07
13,K,Ricker,18971.8,14337.58,28520.88,15206311.6735,1,89.71799999999999,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.83,18971.8
13,Smsy,Ricker,8899.83,6756.5,13503.03,3453946.5673,1,143.25487206006775,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.83,18971.8
13,alpha,Ricker,0.46,0.31,0.61,0.0059,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.83,18971.8
13,sigma,Ricker,1.22,1.15,1.29,0.0014,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.83,18971.8
13,K,Ricker,6823.57,5066.65,8566.69,791571.1759,1,-31.7643,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.32,6823.57
13,Smsy,Ricker,3190.32,2425.46,3983.45,154525.2866,1,-25.063224400468123,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.32,6823.57
13,alpha,Ricker,0.48,0.29,0.68,0.0098,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.32,6823.57
13,sigma,Ricker,1.18,1.1,1.27,0.0019,1,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.32,6823.57
14,K,Beverton-Holt,11831.4,9783.09,15211.43,1919470.0085,1.001,18.313999999999997,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4463.46,11831.4
14,Smsy,Beverton-Holt,4463.46,3385.53,6109.63,475132.204,1.001,21.997655151304023,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4463.46,11831.4
14,alpha,Beverton-Holt,0.99,0.68,1.41,0.0351,1.001,-10.000000000000009,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4463.46,11831.4
14,sigma,Beverton-Holt,1.19,1.13,1.26,0.0012,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4463.46,11831.4
14,K,Beverton-Holt,5552.22,4743.7,6570.01,220508.5275,1,-44.4778,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1816.09,5552.22
14,Smsy,Beverton-Holt,1816.09,619.44,2424.61,172866.7749,1.002,-57.34223250377584,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1816.09,5552.22
14,alpha,Beverton-Holt,1.43,0.82,3.99,0.9301,1.001,29.999999999999986,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1816.09,5552.22
14,sigma,Beverton-Holt,1.16,1.08,1.24,0.0017,1,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.43,1.16,1816.09,5552.22
14,K,Ricker,18928.45,14368.5,28203.19,12718772.1056,1,89.28450000000001,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.99,18928.45
14,Smsy,Ricker,8874.99,6771.18,13318.35,2877786.9957,1,142.5759320104295,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.99,18928.45
14,alpha,Ricker,0.46,0.32,0.61,0.0054,1.002,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.99,18928.45
14,sigma,Ricker,1.22,1.15,1.29,0.0013,1.002,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8874.99,18928.45
14,K,Ricker,6833.27,5150.21,8563.84,730286.2408,1.001,-31.667299999999994,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3195.9,6833.27
14,Smsy,Ricker,3195.9,2454.3,3970.78,142071.4615,1.001,-24.93215691888465,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3195.9,6833.27
14,alpha,Ricker,0.49,0.31,0.68,0.0091,1.001,-55.45454545454545,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3195.9,6833.27
14,sigma,Ricker,1.18,1.1,1.27,0.0018,1.001,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.49,1.18,3195.9,6833.27
15,K,Beverton-Holt,11823.55,9803.03,15022.58,1758114.8049,1,18.235499999999995,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4462.52,11823.55
15,Smsy,Beverton-Holt,4462.52,3420.27,6016.29,434793.4941,1.001,21.971962572936082,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4462.52,11823.55
15,alpha,Beverton-Holt,0.99,0.69,1.4,0.0322,1.001,-10.000000000000009,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4462.52,11823.55
15,sigma,Beverton-Holt,1.19,1.13,1.26,0.0012,1,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.99,1.19,4462.52,11823.55
15,K,Beverton-Holt,5553.65,4771.58,6568.45,206967.8949,1,-44.4635,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1821.39,5553.65
15,Smsy,Beverton-Holt,1821.39,736.78,2434.04,158052.2729,1.002,-57.21774188506752,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1821.39,5553.65
15,alpha,Beverton-Holt,1.42,0.83,3.64,0.8555,1.002,29.090909090909076,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1821.39,5553.65
15,sigma,Beverton-Holt,1.16,1.08,1.24,0.0016,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1821.39,5553.65
15,K,Ricker,18907.2,14372.28,27623.12,11768020.3305,1,89.07200000000002,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8870.6,18907.2
15,Smsy,Ricker,8870.6,6780.26,13051.6,2661578.4259,1,142.45594220294515,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8870.6,18907.2
15,alpha,Ricker,0.46,0.32,0.61,0.0053,1.001,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8870.6,18907.2
15,sigma,Ricker,1.22,1.15,1.29,0.0012,1,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8870.6,18907.2
15,K,Ricker,6823.18,5098.85,8470.66,732932.1429,1,-31.7682,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.15,6823.18
15,Smsy,Ricker,3190.15,2437.07,3932.61,143498.2829,1,-25.067217495785187,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.15,6823.18
15,alpha,Ricker,0.48,0.29,0.66,0.0089,1,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.15,6823.18
15,sigma,Ricker,1.18,1.11,1.27,0.0017,1,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3190.15,6823.18
16,K,Beverton-Holt,11838.05,9878.52,14967.77,1725775.1523,1,18.380499999999994,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4458.3,11838.05
16,Smsy,Beverton-Holt,4458.3,3452.9,5991.32,434363.4801,1,21.85661929558207,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4458.3,11838.05
16,alpha,Beverton-Holt,1,0.69,1.38,0.031,1,-9.090909090909099,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4458.3,11838.05
16,sigma,Beverton-Holt,1.19,1.13,1.26,0.0011,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4458.3,11838.05
16,K,Beverton-Holt,5568.1,4804.64,6571.29,200563.8263,1.001,-44.318999999999996,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1831.77,5568.1
16,Smsy,Beverton-Holt,1831.77,1012,2430.93,127674.0346,1.001,-56.97392818276709,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1831.77,5568.1
16,alpha,Beverton-Holt,1.41,0.82,2.87,0.4627,1.001,28.181818181818162,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1831.77,5568.1
16,sigma,Beverton-Holt,1.16,1.09,1.24,0.0014,1.001,5.454545454545439,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.41,1.16,1831.77,5568.1
16,K,Ricker,18961,14683.6,27226.06,10818618.8963,1.001,89.61,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.69,18961
16,Smsy,Ricker,8899.69,6909.3,12817.43,2451075.9254,1.001,143.25104550584277,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.69,18961
16,alpha,Ricker,0.46,0.33,0.6,0.005,1,-58.18181818181819,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.69,18961
16,sigma,Ricker,1.22,1.15,1.29,0.0011,1.001,10.9090909090909,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,0.46,1.22,8899.69,18961
16,K,Ricker,6810.15,5249.72,8442.82,652762.638,1,-31.898500000000006,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3186.72,6810.15
16,Smsy,Ricker,3186.72,2501.32,3910.81,127272.9103,1.001,-25.14778406600586,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3186.72,6810.15
16,alpha,Ricker,0.48,0.31,0.66,0.0079,1.001,-56.363636363636374,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3186.72,6810.15
16,sigma,Ricker,1.18,1.11,1.26,0.0015,1,7.272727272727258,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,0.48,1.18,3186.72,6810.15
17,K,Beverton-Holt,11815.3,9871.65,14787.55,1561330.4759,1,18.152999999999995,10000,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4450.02,11815.3
17,Smsy,Beverton-Holt,4450.02,3456.73,5933.17,393859.989,1.001,21.63030594570266,3658.6440898919936,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4450.02,11815.3
17,alpha,Beverton-Holt,1,0.7,1.37,0.0295,1.001,-9.090909090909099,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4450.02,11815.3
17,sigma,Beverton-Holt,1.19,1.13,1.26,0.001,1.001,8.181818181818167,1.1,Beverton-Holt,1202.451331276159,1.1,1.1,3658.6440898919936,10000,1,1.19,4450.02,11815.3
17,K,Beverton-Holt,5558.47,4821.58,6524.1,188415.7223,1.001,-44.4153,10000,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1829.7,5558.47
17,Smsy,Beverton-Holt,1829.7,949.45,2418.25,138995.8081,1.003,-57.02254999045128,4257.348911099839,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1829.7,5558.47
17,alpha,Beverton-Holt,1.42,0.84,3,0.6775,1.002,29.090909090909076,1.1,Ricker,1085.482198065044,1.1,1.1,4257.348911099839,10000,1.42,1.16,1829.7,5558.47
